ResonceID,wireless.network.dissatisfaction.factor,wireless.network.dissatisfaction.text,wireless.network.feedback,myslice.satisfied,myslice.dissatisfation.factor,myslice.dissatisfation.text,myslice.feedback,video.conferencing.use,zoom.satisfied,zoom.dissatisfaction.factor,zoom.dissatisfaction.text,teams.vid.satisfied,teams.vid.dissatisfaction.factor,teams.vid.dissatisfaction.text,balance.security.usability,security.min.impact.on.work,security.effective.communication,security.know.who.to.talk.to,security.yearly.training,security.feedback,teach.2021-22,teach.platforms,blackboard.satisfied,blackboard.dissatisfation.factor,blackboard.dissatisfation.text,kaltura.satisfied,kaltura.dissatisfation.factor,kaltura.dissatisfation.text,playposit.satisfied,playposit.dissatisfation.factor,playposit.dissatisfation.text,google.suite.satisfied,google.suite.dissatisfation.factor,google.suite.dissatisfation.text,teaching.tools.find.information,teaching.tools.help.support,teaching.tools.communication,teaching.tools.feedback,assistive.tech.use,assistive.tech.use.list,assistive.tech.use.text,syracuse.edu.navigation,syracuse.edu.organization,accessibility.feedback,accessibility.policy.knowlege,accessibility.doc.creation.impact,accessibility.aware.toolkit,accessibility.professional.development,accessibility.feedback,campus.resources.text,it.challenges.text.1,it.challenges.text.2,it.challenges.text.3
1564,,,"I have general found it to be reliable with one exception. Last spring, I taught a class where students needed to access the wifi network to connect to Blackboard to take a brief quiz at the start of each class. Nearly all of my students were unable to connect, and I was told it was due to students cell phones' hot spots being on, and thus interferring with the wifi network. This seems a tremendous weakness, and it interrupted my instruction twice. I was eventually prepared with paper and pen for students who could not access Blackboard, but it was an intermittent problem all semester.",Somewhat agree,,,"There are several functions that do not seem to have a tile associated with them, for example approving grade changes. It's mystifying that all functions are not available through a tile. ",Yes,Strongly agree,,,Somewhat agree,,,Agree,Agree,Somewhat agree,Somewhat disagree,Disagree,"The phishing attempts targeted to faculty and staff that masquerade as higher-level faculty and administrators are a real problem, and I find the lack of warning and communication about them from IT services really puzzling. One of my staff members lost $1400 when he got sucked into one of the scams. The lack of communication and warnings to the campus community about these different attempts when they happen leaves us vulnerable.",Yes,Blackboard,Somewhat agree,,,,,,,,,,,,Somewhat agree,Agree,Somewhat disagree,I don't understand why were are still not on Blackboard Ultra fully. The older version of Blackboard that we use is ugly and klunky and it negatively affects the student experience and their perceptions of SU. We seem to be stuck in the early 2000s ....,No,,,Somewhat disagree,Disagree,"It is very hard to find information that's targeted within the SU community. It seems the new website philosophy is to only be talking to prospective students, but that ignores all the other audiences that use the website for information. I spend a remarkable amount of time trying to find information. ",Strongly agree,Disagree,Agree,Agree,"The time to get software reviewed and approved for accessibility is unacceptable. It can take months to get input, and the process is overly restrictive for research projects.",,,,
1565,,,N.A.,Somewhat agree,,,"clik'ing &lt;Update&gt; for transactions entering time for payroll seem rather slow. _ _ (i dislike impatience, but waiting day-after-day gets a bit tiresome.) ",Yes,Somewhat agree,,,Somewhat agree,,,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,,"multifactor authentication for people like me who do not touch cell phones is MASSIVELY INFURIATING, ENRAGING, INFURIATING. _ _ i was blocked for months from fully using SU public PCs until i was given yubico USB.",No,,,,,,,,,,,,,,,,,,No,,,Somewhat disagree,,"lack of information _IN_ the websites is not ""directly"" an accessibility issue, but when the search function so often finds nothing, i can imagine people with access difficulties erroneously blaming themselves.",,,,,,,"public PCs need to resume preserving ""roaming profile"" settings like ""combine taskbar buttons: NEVER"", & keep taskbar toolbars, & ""open each folder in its own window"", & keep folder columns open AND in established order AND widths &c","get msOutlook to work right, especially about junk email. _ _ i have setting ""No Automatic Filtering"" but masses of email that are not from blocked senders get dumped in junk folder so i have missed work meeting messages & obituary info etc.",need battery backUp for individual PCs. _ _ for example 2022 sept. 23 approx. 14:56 there was a power failure causing data corruption that couldn't be cleared up until the following week.
1566,,,"Generally solid, but may have issues at times with access. ",Agree,,,,Yes,Agree,,,Agree,,,Agree,Strongly agree,Strongly agree,Agree,Agree,,No,,,,,,,,,,,,,,,,,,No,,,Agree,Agree,,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,,,,,
1567,,,,Agree,,,I get frustrated when it shuts down and requires me to close my browser and all that I may be working on and have open in order to restart. ,Yes,Somewhat agree,,,Strongly disagree,Ease of use,,Agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,,,Blackboard,Agree,,,,,,,,,,,,Somewhat agree,Somewhat agree,Agree,,No,,,Agree,Agree,Sometimes I wish more options would appear when I’m searching for something. ,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,SU Answers does not always function well for me. It seems somewhat random/disorganized to me at times and/or outdated. ,I really dislike using Teams. Really. ,I find many things quite good about SU IT. Thank you!
1568,,,,Somewhat agree,,,Sometime difficult to pick the keywords that return the proper result when searching for something.,Yes,Agree,,,Agree,,,Somewhat agree,Strongly Disagree,Somewhat agree,Agree,Agree,,No,,,,,,,,,,,,,,,,,,No,,,Somewhat agree,Somewhat agree,,Agree,Disagree,Agree,Agree,,,,,
1569,,,,Disagree,Ease of use,,,No,,,,,,,Somewhat agree,Agree,Disagree,Disagree,Somewhat agree,,No,,,,,,,,,,,,,,,,,,No,,,Somewhat agree,Somewhat disagree,,Somewhat agree,,,,,,,,
1570,,,,Somewhat agree,,,,Yes,Somewhat agree,,,,,,Somewhat disagree,Disagree,,Somewhat disagree,Disagree,,Yes,Blackboard,Somewhat disagree,Ease of use,,,,,,,,,,,Somewhat disagree,Somewhat disagree,,,No,,,Disagree,Somewhat disagree,,Somewhat disagree,Strongly disagree,Somewhat disagree,Disagree,,,Using referencing software. I cannot properly install and use it on my desktop or laptop,Flexibility to use my laptop. Too many programs that require an administrator to be installed and updated. It is very time consuming and inefficient both for me and for IT services. ,
1571,,,,Somewhat agree,,,,Yes,Agree,,,Agree,,,Somewhat agree,Somewhat agree,Agree,Agree,Disagree,,No,,,,,,,,,,,,,,,,,,No,,,Somewhat agree,Somewhat agree,,,Disagree,Agree,Disagree,,,,,
1572,Ease of connection,,,Agree,,,My experiences with IT on Main Campus and at my college have been VERY positive. Changes and where to find things on MySlice could use improvement. ,Yes,Agree,,,Somewhat agree,,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,,Yes,Blackboard,Somewhat disagree,Ease of use,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat disagree,,No,,,Somewhat agree,Somewhat agree,,Disagree,Somewhat disagree,Disagree,Strongly agree,,,,,
1573,,,,Agree,,,,Yes,Strongly agree,,,Somewhat disagree,Ease of use,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,,Yes,Blackboard,Somewhat agree,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat disagree,,No,,,Agree,Agree,,Somewhat agree,Agree,Somewhat agree,Disagree,,,"The university does not allow for integration of certain cloud services on SU laptops (Dropbox, Google Drive) that facilitate syncing.  These services are standards in my industry.",,
1574,,,"I don't usually try to use it. If I remember right, it seems like I keep having to log back into it.",Agree,,,"I don't really remember many updates. For payroll related items, I have been very happy with it. For trainings or required activities, it's sometimes been difficult to find what I need.",Yes,Strongly agree,,,Strongly agree,,,Somewhat agree,Disagree,Strongly agree,Somewhat disagree,Somewhat agree,"I think I am saavy enough on my own but on the occasion that I have seen something concerning, I'm not sure what is best to do with it.",No,,,,,,,,,,,,,,,,,,No,,,Somewhat agree,Somewhat agree,"Tons of information and usually I can find it, but I have difficulties with the extreme layout/organization/branding differences between schools and colleges.",Somewhat agree,,,,,"Citrus, the parts of MySlice I use regularly, Teams.","I just want to say first that I know so many difficult challenges are being addressed in the background, so I don't expect perfection. But, I get tired of logging in to things I use ALL DAY LONG. My job is so intense and stressful every single day that that really gets me down. If I use the campus wide password once, why do I have to use it on so many different pages throughout day, sometimes repeatedly.","I know I have to shift to online Outlook, but the volume of requests I have to track sometimes over months does not translate well. I use hundreds of folders grouped by process stages, and I haven't been able to figure out any way to organize the folders beyond alphabetical in the web version.",
1575,,,"My phone works fine, my other devices have to use the guest, and then I have connectivity issues.",Strongly agree,,,,Yes,Strongly agree,,,Strongly agree,,,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Disagree,"At times I get caught in a loop, it tells me I have a stale request, to sign in, then it says I'm already signed in...at this point, clearing the cache won't work and I have to restart. I waste a lot of time and patience restarting (as I have numerous programs to log back into).",No,,,,,,,,,,,,,,,,,,No,,,Agree,Somewhat agree,,Agree,Somewhat disagree,Disagree,Agree,,"When I need help, help can be found.",,,
1576,,,,Agree,,,,Yes,Agree,,,Agree,,,,,,Agree,Somewhat agree,,No,,,,,,,,,,,,,,,,,,No,,,Agree,Agree,,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,,,,,
1577,,,,Strongly agree,,,,Yes,Somewhat agree,,,Agree,,,,Disagree,Agree,Strongly agree,Disagree,,No,,,,,,,,,,,,,,,,,,No,,,Agree,Somewhat agree,,Agree,,,,,When IT can remote in to help with issues I may be having with my computer,"I manage the Risk Management process for my department for volunteers that will be working with minors.
The risk management data base has been very difficult lately when adding new volunteer's, it takes a very long  time.",,
1578,,,,Strongly agree,,,,No,,,,,,,Agree,Strongly agree,Agree,Disagree,Disagree,,Yes,Blackboard,Somewhat agree,,,,,,,,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,,No,,,Agree,Agree,,Somewhat agree,Agree,Agree,Somewhat disagree,,,,,
1579,,,,Strongly agree,,,,Yes,Agree,,,Agree,,,Somewhat agree,Disagree,Agree,Agree,Agree,,No,,,,,,,,,,,,,,,,,,No,,,Agree,Agree,,Agree,Somewhat agree,Agree,Somewhat agree,,,,,
1580,,,"On occasion, it's balky.",Somewhat agree,,,Ugly and archaic interface. How to find specifics can be difficult at times.,Yes,Agree,,,,,,Agree,Somewhat agree,Agree,Agree,Somewhat agree,,Yes,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,,No,,,Somewhat agree,Somewhat agree,,Somewhat agree,,,,,SU's Google Drive has been terrifically helpful.,,,
1581,,,I find it difficult to connect to and not efficient. ,Strongly agree,,,,Yes,Strongly agree,,,Strongly agree,,,Agree,Agree,Agree,Agree,Somewhat agree,,No,,,,,,,,,,,,,,,,,,No,,,Somewhat disagree,Somewhat agree,It can take multiple attempts to locate needed information on our web site. So many “news” articles clutter web site. ,Agree,Agree,Agree,Somewhat disagree,I have taken development sessions previously. ,,,,
1582,,,,Agree,,,,Yes,Strongly agree,,,Agree,,,,Agree,,Strongly agree,,,Yes,Blackboard,Strongly agree,,,,,,,,,,,,Agree,Agree,,,No,,,Strongly agree,Strongly agree,,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,,Blackboard,None,,
1583,Ease of connection,,,Strongly disagree,,,,Yes,Agree,,,Agree,,,Agree,Strongly agree,Strongly agree,Somewhat agree,Agree,,No,,,,,,,,,,,,,,,,,,No,,,Agree,Somewhat agree,"At times, it can be difficult to find information that should right at your fingertips. Best example I have is the academic calendar. ",Strongly agree,,,,,I like the SSO with SUID. This works well across all applications. ,I work remotely and was provided with few tools other than a laptop with a very small screen. I had to purchase a monitor and camera so I can do my job. ,,
1584,,,,Somewhat disagree,Platform reliability,,,Yes,Somewhat disagree,Sound quality,,Somewhat disagree,Sound quality,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,,No,,,,,,,,,,,,,,,,,,No,,,Somewhat agree,Somewhat disagree,,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,
1585,,,,Somewhat disagree,Platform reliability,,,Yes,Strongly agree,,,Agree,,,Agree,Agree,Somewhat agree,Somewhat agree,Agree,,Yes,"Blackboard,Google Suite",Disagree,Information Technology Services support for using/troubleshooting,,,,,,,,Strongly agree,,,Disagree,Somewhat agree,Somewhat agree,,No,,,Agree,Agree,,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,,"Blackboard and Google Suite, ",,,
1586,,,Amazing support and service!,Strongly agree,,,"For the most part, the platform is user friendly and not difficult to figure out, but communication on changes should be immediate and sent to all users.",Yes,Strongly agree,,,Strongly agree,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,,No,,,,,,,,,,,,,,,,,,No,,,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,Agree,Agree,,Maxwell ICT is most helpful in all my computing needs and provides me with training and tech support as needed. The campus remote access and wireless access is wonderful. Thank you.,"I have the most difficult time with Answers. I can't seem to find anything! When I look for a specific subject, I am taken to a specific college and see their documents/instructions. I can never seem to find Payroll and HR! It's very confusing.","On the main SU website, I miss not being able to quickly find departments other than academic departments. It is not easy to find the business office, purchasing, etc.","In my opinion, the new payroll system is so complicated (students/staff). Too many steps, and an overload of payroll/HR information that staff are expected to know. I wish I could complete one form to hire a student/staff member, and HR would hire them."
